,summary,Verkehrswende,Klimawandel,Landwirtschaft,Waermewende,Energiewende,Gesundheit,Wasserversorgung,Industrie,Klimaextreme,Urbane_Hitzeinsel,Geo_Engineering,Tipping_Points,Oekologie,word
fluss dafür,2.690739684246941,-0.1218065082091192,0.05720265727857561,0.09723065898834776,0.12232673450776951,0.0,0.0684922543638933,0.09701849091249902,0.04877879639602328,0.09723065898834776,0.11548908997006951,0.08877827085586301,0.0,0.09723065898834776,fluss dafür
freigegeben,2.6866306150775263,-0.12420920573782315,0.05873093959519752,0.0987589413049696,0.12385501682439119,0.0,0.07002053668051517,0.09854677322912096,0.05030707871264532,0.0987589413049696,0.11701737228669136,0.09030655317248508,0.0,0.0987589413049696,freigegeben
dafür frei+ge+geb+en,2.6866306150775263,-0.12420920573782315,0.05873093959519752,0.0987589413049696,0.12385501682439119,0.0,0.07002053668051517,0.09854677322912096,0.05030707871264532,0.0987589413049696,0.11701737228669136,0.09030655317248508,0.0,0.0987589413049696,dafür frei+ge+geb+en
Insbesondere,2.680759165053472,-0.12766531142105153,0.06091876369837699,0.10094676540814919,0.1260428409275708,0.0,0.07220836078369475,0.1007345973323004,0.05249490281582488,0.10094676540814919,0.11920519638987098,0.09249437727566452,0.0,0.10094676540814919,Insbesondere
Schleusen,2.675698036539995,-0.13066628422760684,0.06280849410380726,0.10283649581357933,0.12793257133300104,0.0,0.07409809118912486,0.10262432773773073,0.05438463322125494,0.10283649581357933,0.12109492679530122,0.09438410768109481,0.0,0.10283649581357933,Schleusen
insbesondere schleuse+n,2.675698036539995,-0.13066628422760684,0.06280849410380726,0.10283649581357933,0.12793257133300104,0.0,0.07409809118912486,0.10262432773773073,0.05438463322125494,0.10283649581357933,0.12109492679530122,0.09438410768109481,0.0,0.10283649581357933,insbesondere schleuse+n
Naturschutzgebieten,2.672448629471179,-0.13260377533671458,0.06402364681803836,0.10405164852781043,0.12914772404723224,0.0,0.0753132439033561,0.1038394804519618,0.055599785935486284,0.10405164852781043,0.12231007950953225,0.09559926039532571,0.0,0.10405164852781043,Naturschutzgebieten
schleuse+n natur+schutz+gebiet+en,2.672448629471179,-0.13260377533671458,0.06402364681803836,0.10405164852781043,0.12914772404723224,0.0,0.0753132439033561,0.1038394804519618,0.055599785935486284,0.10405164852781043,0.12231007950953225,0.09559926039532571,0.0,0.10405164852781043,schleuse+n natur+schutz+gebiet+en
un…,2.6669630506124604,-0.1358939063881835,0.06607839783459327,0.1061063995443654,0.13120247506378718,0.0,0.07736799491991093,0.1058942314685168,0.05765453695204106,0.1061063995443654,0.12436483052608717,0.09765401141188078,0.0,0.1061063995443654,un…
natur+schutz+gebiet+en un…,2.6669630506124604,-0.1358939063881835,0.06607839783459327,0.1061063995443654,0.13120247506378718,0.0,0.07736799491991093,0.1058942314685168,0.05765453695204106,0.1061063995443654,0.12436483052608717,0.09765401141188078,0.0,0.1061063995443654,natur+schutz+gebiet+en un…
+2107,2.6656691071809915,-0.13667354452606478,0.06656369043253572,0.10659169214230808,0.13168776766172943,0.0,0.07785328751785348,0.1063795240664592,0.05813982954998357,0.10659169214230808,0.12485012312402977,0.09813930400982337,0.0,0.10659169214230808,+2107
un… +2107,2.6656691071809915,-0.13667354452606478,0.06656369043253572,0.10659169214230808,0.13168776766172943,0.0,0.07785328751785348,0.1063795240664592,0.05813982954998357,0.10659169214230808,0.12485012312402977,0.09813930400982337,0.0,0.10659169214230808,un… +2107
+2107 chars,2.664154143036706,-0.13758809077517675,0.06713217614546198,0.10716017785523423,0.1322562533746557,0.0,0.07842177323077987,0.10694800977938551,0.05870831526290987,0.10716017785523423,0.12541860883695596,0.09870778972274956,0.0,0.10716017785523423,+2107 chars
sicher,3.1565576413238325,0.0864668967436162,-0.10246329116007484,-0.062435289450302786,-0.037339213930880986,0.0,-0.09117369407475727,-0.06264745752615133,-0.11088715204262715,-0.062435289450302786,-0.04417685846858087,-0.07088767758278744,0.0,-0.062435289450302786,sicher
auto+-+experte sicher,3.1565576413238325,0.0864668967436162,-0.10246329116007484,-0.062435289450302786,-0.037339213930880986,0.0,-0.09117369407475727,-0.06264745752615133,-0.11088715204262715,-0.062435289450302786,-0.04417685846858087,-0.07088767758278744,0.0,-0.062435289450302786,auto+-+experte sicher
sicher fahr+verbot+e,3.9559869999098307,0.28488241336972736,-0.3282113389346915,-0.2881833372249193,-0.2630872617054977,0.0,-0.3169217418493738,-0.28839550530076813,-0.3366351998172437,-0.2881833372249193,-0.26992490624319765,-0.29663572535740423,0.0,-0.2881833372249193,sicher fahr+verbot+e
Trassenpreise,4.647913398423375,0.38544094992790895,-0.4893995987173341,-0.44937159700756185,-0.4242755214881404,0.0,-0.47811000163201645,-0.44958376508341064,-0.4978234595998863,-0.44937159700756185,-0.4311131660258401,-0.4578239851400467,0.0,-0.44937159700756185,Trassenpreise
streit trasse+n+preis+e,3.1634276889324164,0.08882269514696345,-0.10463736276169193,-0.06460936105191996,-0.0395132855324981,0.0,-0.0933477656763743,-0.06482152912776853,-0.11306122364424422,-0.06460936105191996,-0.046350930070198124,-0.0730617491844046,0.0,-0.06460936105191996,streit trasse+n+preis+e
trasse+n+preis+e wie,3.191270463436722,0.09821104562855339,-0.11340031326080606,-0.073372311551034,-0.04827623603161252,0.0,-0.10211071617548854,-0.07358447962688275,-0.12182417414335833,-0.073372311551034,-0.05511388056931217,-0.0818246996835187,0.0,-0.073372311551034,trasse+n+preis+e wie
teuer,3.5454168693022936,0.19900670654093644,-0.21863695801780997,-0.1786089563080378,-0.15351288078861625,0.0,-0.20734736093249234,-0.17882112438388664,-0.2270608189003622,-0.1786089563080378,-0.16035052532631597,-0.18706134444052244,0.0,-0.1786089563080378,teuer
wie teuer,3.1993122899852446,0.1008761661383346,-0.11591708867978222,-0.07588908697001007,-0.05079301145058838,0.0,-0.10462749159446452,-0.0761012550458587,-0.12434094956233432,-0.07588908697001007,-0.0576306559882883,-0.08434147510249479,0.0,-0.07588908697001007,wie teuer
Schienen-Maut,3.2322030821990806,0.1115666995083739,-0.12614518487368973,-0.08611718316391767,-0.06102110764449608,0.0,-0.11485558778837221,-0.08632935123976639,-0.13456904575624207,-0.08611718316391767,-0.06785875218219589,-0.09456957129640241,0.0,-0.08611718316391767,Schienen-Maut
teuer schienen-maut,3.2322030821990806,0.1115666995083739,-0.12614518487368973,-0.08611718316391767,-0.06102110764449608,0.0,-0.11485558778837221,-0.08632935123976639,-0.13456904575624207,-0.08611718316391767,-0.06785875218219589,-0.09456957129640241,0.0,-0.08611718316391767,teuer schienen-maut
steig+end+e trasse+n+preis+e,4.051074320844313,0.30142454297869764,-0.3519633216981112,-0.31193531998833907,-0.28683924446891734,0.0,-0.34067372461279355,-0.3121474880641878,-0.3603871825806635,-0.31193531998833907,-0.2936768890066173,-0.32038770812082373,0.0,-0.31193531998833907,steig+end+e trasse+n+preis+e
erzürnen,4.139929109271284,0.3159678310914833,-0.37365987567623454,-0.33363187396646243,-0.3085357984470408,0.0,-0.362370278590917,-0.33384404204231116,-0.3820837365587868,-0.33363187396646243,-0.31537344298474074,-0.3420842620989472,0.0,-0.33363187396646243,erzürnen
trasse+n+preis+e erzürn+en,4.139929109271284,0.3159678310914833,-0.37365987567623454,-0.33363187396646243,-0.3085357984470408,0.0,-0.362370278590917,-0.33384404204231116,-0.3820837365587868,-0.33363187396646243,-0.31537344298474074,-0.3420842620989472,0.0,-0.33363187396646243,trasse+n+preis+e erzürn+en
Eisenbahnunternehmen,4.206112859159931,0.3262723731986645,-0.38952012116640117,-0.3494921194566291,-0.32439604393720745,0.0,-0.3782305240810835,-0.3497042875324778,-0.39794398204895337,-0.3494921194566291,-0.33123368847490725,-0.35794450758911367,0.0,-0.3494921194566291,Eisenbahnunternehmen
erzürn+en eisen+bahn+unternehmen,4.206112859159931,0.3262723731986645,-0.38952012116640117,-0.3494921194566291,-0.32439604393720745,0.0,-0.3782305240810835,-0.3497042875324778,-0.39794398204895337,-0.3494921194566291,-0.33123368847490725,-0.35794450758911367,0.0,-0.3494921194566291,erzürn+en eisen+bahn+unternehmen
eisen+bahn+unternehmen verkehr+s+minister,4.56027627725874,0.374873982363044,-0.47036442015915647,-0.4303364184493845,-0.40524034292996275,0.0,-0.45907482307383884,-0.4305485865252331,-0.47878828104170856,-0.4303364184493845,-0.41207798746766255,-0.4387888065818691,0.0,-0.4303364184493845,eisen+bahn+unternehmen verkehr+s+minister
Länder,5.190477746169478,0.44104103227798774,-0.599806955576443,-0.559778953866671,-0.5346828783472494,0.0,-0.5885173584911255,-0.5599911219425198,-0.6082308164589955,-0.559778953866671,-0.5415205228849492,-0.5682313419991557,0.0,-0.559778953866671,Länder
verkehr+s+minister land+er,4.942270881203669,0.41749844623793275,-0.5508061294749715,-0.5107781277651995,-0.48568205224577793,0.0,-0.539516532389654,-0.5109902958410483,-0.5592299903575239,-0.5107781277651995,-0.4925196967834776,-0.5192305158976842,0.0,-0.5107781277651995,verkehr+s+minister land+er
sie warn+en,5.293512408938467,0.45001848805323535,-0.6194632083326794,-0.5794352066229074,-0.5543391311034859,0.0,-0.6081736112473619,-0.579647374698756,-0.6278870692152319,-0.5794352066229074,-0.5611767756411856,-0.5878875947553921,0.0,-0.5794352066229074,sie warn+en
Ausbremsen,6.260752261126424,0.5172624485256664,-0.7872815587512857,-0.7472535570415136,-0.7221574815220919,0.0,-0.775991961665968,-0.7474657251173623,-0.7957054196338379,-0.7472535570415136,-0.7289951260597918,-0.7557059451739981,0.0,-0.7472535570415136,Ausbremsen
warn+en aus+brems+en,6.260752261126424,0.5172624485256664,-0.7872815587512857,-0.7472535570415136,-0.7221574815220919,0.0,-0.775991961665968,-0.7474657251173623,-0.7957054196338379,-0.7472535570415136,-0.7289951260597918,-0.7557059451739981,0.0,-0.7472535570415136,warn+en aus+brems+en
aus+brems+en verkehr+s+wende,10.236242606172848,0.6467343120614948,-1.2789158306340886,-1.2388878289243168,-1.213791753404895,0.0,-1.2676262335487711,-1.2390999970001653,-1.287339691516641,-1.2388878289243168,-1.2206293979425948,-1.2473402170568013,0.0,-1.2388878289243168,aus+brems+en verkehr+s+wende
Elektromobilität,4.024896851839961,0.29697541196222094,-0.34548049502013567,-0.3054524933103636,-0.28035641779094195,0.0,-0.33419089793481815,-0.30566466138621246,-0.35390435590268793,-0.3054524933103636,-0.2871940623286418,-0.31390488144284834,0.0,-0.3054524933103636,Elektromobilität
Braucht,3.2149246552745208,0.10599220300360443,-0.12078513339161297,-0.08075713168184072,-0.05566105616241921,0.0,-0.10949553630629526,-0.0809692997576894,-0.1292089942741652,-0.08075713168184072,-0.06249870070011897,-0.08920951981432536,0.0,-0.08075713168184072,Braucht
elektromobilität brauch+t,3.2149246552745208,0.10599220300360443,-0.12078513339161297,-0.08075713168184072,-0.05566105616241921,0.0,-0.10949553630629526,-0.0809692997576894,-0.1292089942741652,-0.08075713168184072,-0.06249870070011897,-0.08920951981432536,0.0,-0.08075713168184072,elektromobilität brauch+t
brauch+t bald,3.100351903836115,0.06658176607343662,-0.08449683376502286,-0.04446883205525079,-0.019372756535829167,0.0,-0.07320723667970513,-0.04468100013109948,-0.09292069464757517,-0.04446883205525079,-0.026210401073529007,-0.05292122018773545,0.0,-0.04446883205525079,brauch+t bald
Steuern,3.4300313428850346,0.16951082392276307,-0.18555061035349785,-0.14552260864372565,-0.1204265331243041,0.0,-0.17426101326818016,-0.14573477671957438,-0.19397447123605,-0.14552260864372565,-0.12726417766200387,-0.1539749967762103,0.0,-0.14552260864372565,Steuern
bald steuer+n,3.0653819629453984,0.053630678568185805,-0.07315339383678135,-0.03312539212700912,-0.008029316607587558,0.0,-0.06186379675146373,-0.03333756020285788,-0.08157725471933348,-0.03312539212700912,-0.014866961145287265,-0.041577780259493866,0.0,-0.03312539212700912,bald steuer+n
E-Autos,5.466975238482336,0.46420268983984453,-0.651706701982908,-0.611678700273136,-0.5865826247537143,0.0,-0.6404171048975905,-0.6118908683489847,-0.6601305628654605,-0.611678700273136,-0.5934202692914141,-0.6201310884056206,0.0,-0.611678700273136,E-Autos
steuer+n e+-+auto+s,3.0037342654947414,0.02962604264346599,-0.052837481117636774,-0.012809479407864798,0.012286596111556978,0.0,-0.0415478840323191,-0.0130216474837134,-0.06126134200018906,-0.012809479407864798,0.005448951573857057,-0.021261867540349325,0.0,-0.012809479407864798,steuer+n e+-+auto+s
diesel bring+en,2.9217302836474017,-0.004868428847317432,-0.025157215027112215,0.01487078668265984,0.03996686220208156,0.0,-0.013867617941794605,0.014658618606811046,-0.033581075909664415,0.01487078668265984,0.03312921766438158,0.006418398550175132,0.0,0.01487078668265984,diesel bring+en
bring+en milliarde+n,2.9052314362233487,-0.012195847445209587,-0.019494266715803267,0.020533734993968576,0.04562981051339034,0.0,-0.008204669630485772,0.020321566918119895,-0.027918127598355595,0.020533734993968576,0.03879216597569054,0.012081346861484231,0.0,0.020533734993968576,bring+en milliarde+n
milliarde+n steuer+n,2.881274011702452,-0.023083827952730496,-0.011213772857730914,0.028814228852041258,0.053910304371462936,0.0,7.582422758661516e-05,0.028602060776192387,-0.01963763374028316,0.028814228852041258,0.047072659833763054,0.020361840719556525,0.0,0.028814228852041258,milliarde+n steuer+n
Straßenbau,2.859390157533558,-0.033296054599849446,-0.003589581813083737,0.03643841989668847,0.061534495416109954,0.0,0.007700015272233801,0.03622625182083951,-0.012013442695636124,0.03643841989668847,0.054696850878410135,0.027986031764203723,0.0,0.03643841989668847,Straßenbau
steuer+n straße+n+bau,2.859390157533558,-0.033296054599849446,-0.003589581813083737,0.03643841989668847,0.061534495416109954,0.0,0.007700015272233801,0.03622625182083951,-0.012013442695636124,0.03643841989668847,0.054696850878410135,0.027986031764203723,0.0,0.03643841989668847,steuer+n straße+n+bau
der regierung,2.841608416557201,-0.04178890711642877,0.00264855293083151,0.04267655464060363,0.06777263016002516,0.0,0.013938150016149252,0.042464386564754986,-0.005775307951720709,0.04267655464060363,0.060934985622325515,0.03422416650811889,0.0,0.04267655464060363,der regierung
regierung fehl+t,2.8320514326312276,-0.04642791277741436,0.006017451743557586,0.04604545345332966,0.07114152897275114,0.0,0.01730704882887527,0.0458332853774809,-0.002406409138994797,0.04604545345332966,0.06430388443505147,0.037593065320844825,0.0,0.04604545345332966,regierung fehl+t
fehl+t plan,2.82345098177126,-0.050648113068555406,0.009058899473424205,0.04908690118319648,0.07418297670261798,0.0,0.020348496558741967,0.04887473310734773,0.000635038590872009,0.04908690118319648,0.06734533216491824,0.04063451305071187,0.0,0.04908690118319648,fehl+t plan
plan woher,2.8186860881235836,-0.05300504971574408,0.010747938474584346,0.050775940184356425,0.07587201570377801,0.0,0.022037535559902115,0.050563772108507654,0.002324077592032129,0.050775940184356425,0.06903437116607813,0.04232355205187186,0.0,0.050775940184356425,plan woher
Geld,2.81131750631525,-0.05667667121087901,0.013365551729044684,0.05339355343881677,0.0784896289582385,0.0,0.02465514881436233,0.05318138536296822,0.004941690846492641,0.05339355343881677,0.07165198442053858,0.04494116530633207,0.0,0.05339355343881677,Geld
woher geld,2.81131750631525,-0.05667667121087901,0.013365551729044684,0.05339355343881677,0.0784896289582385,0.0,0.02465514881436233,0.05318138536296822,0.004941690846492641,0.05339355343881677,0.07165198442053858,0.04494116530633207,0.0,0.05339355343881677,woher geld
E-Zeitalter,2.8058790063709873,-0.05940766878861354,0.015301927510560564,0.055329929220332655,0.08042600473975434,0.0,0.026591524595878085,0.05511776114448392,0.006878066628008337,0.055329929220332655,0.07358836020205445,0.046877541087848106,0.0,0.055329929220332655,E-Zeitalter
geld e+-+zeit+alter,2.8058790063709873,-0.05940766878861354,0.015301927510560564,0.055329929220332655,0.08042600473975434,0.0,0.026591524595878085,0.05511776114448392,0.006878066628008337,0.055329929220332655,0.07358836020205445,0.046877541087848106,0.0,0.055329929220332655,geld e+-+zeit+alter
e+-+zeit+alter komm+en,2.7983793927178375,-0.06320345310901748,0.017978327346473085,0.058006329056245205,0.08310240457566676,0.0,0.02926792443179058,0.05779416098039649,0.009554466463920688,0.058006329056245205,0.07626476003796696,0.04955394092376054,0.0,0.058006329056245205,e+-+zeit+alter komm+en
Andere,2.7910223929681433,-0.06696104141578195,0.020610810850229363,0.06063881256000159,0.08573488807942317,0.0,0.03190040793554706,0.0604266444841527,0.012186949967677153,0.06063881256000159,0.07889724354172328,0.052186424427516864,0.0,0.06063881256000159,Andere
ander+e land+er,2.7873487314562997,-0.06885011653205914,0.02192792007834822,0.06195592178812021,0.08705199730754186,0.0,0.03321751716366581,0.061743753712271594,0.013504059195796114,0.06195592178812021,0.08021435276984218,0.05350353365563562,0.0,0.06195592178812021,ander+e land+er
Schließen,2.7777979147805407,-0.07380163391664485,0.02536029182325785,0.06538829353303005,0.09048436905245166,0.0,0.0366498889085757,0.06517612545718149,0.016936430940705616,0.06538829353303005,0.0836467245147517,0.056935905400545446,0.0,0.06538829353303005,Schließen
Artikelzusammenfassung,2.773061829431189,-0.0762788422599668,0.02706672531891482,0.06709472702868698,0.09219080254810867,0.0,0.038356322404232535,0.06688255895283832,0.018642864436362726,0.06709472702868698,0.08535315801040888,0.05864233889620244,0.0,0.06709472702868698,Artikelzusammenfassung
schließ+en artikel+zusammenfassung,2.773061829431189,-0.0762788422599668,0.02706672531891482,0.06709472702868698,0.09219080254810867,0.0,0.038356322404232535,0.06688255895283832,0.018642864436362726,0.06709472702868698,0.08535315801040888,0.05864233889620244,0.0,0.06709472702868698,schließ+en artikel+zusammenfassung
artikel+zusammenfassung der,2.763776054239152,-0.08117844091559988,0.030420908371756983,0.07044891008152901,0.09554498560095065,0.0,0.04171050545707462,0.07023674200568032,0.02199704748920482,0.07044891008152901,0.08870734106325086,0.06199652194904451,0.0,0.07044891008152901,artikel+zusammenfassung der
E-Auto-Boom,2.762350928154514,-0.08193545694517315,0.03093668592112259,0.07096468763089486,0.09606076315031628,0.0,0.04222628300644032,0.07075251955504606,0.022512825038570272,0.07096468763089486,0.08922311861261639,0.06251229949841007,0.0,0.07096468763089486,E-Auto-Boom
der e+-+auto+-+boom,2.762350928154514,-0.08193545694517315,0.03093668592112259,0.07096468763089486,0.09606076315031628,0.0,0.04222628300644032,0.07075251955504606,0.022512825038570272,0.07096468763089486,0.08922311861261639,0.06251229949841007,0.0,0.07096468763089486,der e+-+auto+-+boom
rollt,2.758260253192896,-0.08411593721348976,0.032418650716653875,0.07244665242642599,0.09754272794584769,0.0,0.043708247801971425,0.07223448435057733,0.02399478983410163,0.07244665242642599,0.09070508340814767,0.0639942642939414,0.0,0.07244665242642599,rollt
e+-+auto+-+boom roll+t,2.758260253192896,-0.08411593721348976,0.032418650716653875,0.07244665242642599,0.09754272794584769,0.0,0.043708247801971425,0.07223448435057733,0.02399478983410163,0.07244665242642599,0.09070508340814767,0.0639942642939414,0.0,0.07244665242642599,e+-+auto+-+boom roll+t
roll+t deutschland,2.755047029229483,-0.08583659765256597,0.033584275690059597,0.07361227739983171,0.0987083529192533,0.0,0.044873872775377174,0.07340010932398291,0.025160414807507175,0.07361227739983171,0.09187070838155327,0.06515988926734709,0.0,0.07361227739983171,roll+t deutschland
leiser,2.748249588028228,-0.08949968760119222,0.03605459307644301,0.07608259478621518,0.10117867030563689,0.0,0.04734419016176073,0.07587042671036641,0.02763073219389091,0.07608259478621518,0.09434102576793695,0.0676302066537304,0.0,0.07608259478621518,leiser
deutschland leise+er,2.748249588028228,-0.08949968760119222,0.03605459307644301,0.07608259478621518,0.10117867030563689,0.0,0.04734419016176073,0.07587042671036641,0.02763073219389091,0.07608259478621518,0.09434102576793695,0.0676302066537304,0.0,0.07608259478621518,deutschland leise+er
glänzender,2.7460581486355,-0.09068738122959236,0.036852305768913324,0.07688030747868554,0.10197638299810712,0.0,0.048141902854231096,0.07666813940283675,0.028428444886361166,0.07688030747868554,0.0951387384604073,0.06842791934620078,0.0,0.07688030747868554,glänzender
leise+er glänz+end+er,2.7460581486355,-0.09068738122959236,0.036852305768913324,0.07688030747868554,0.10197638299810712,0.0,0.048141902854231096,0.07666813940283675,0.028428444886361166,0.07688030747868554,0.0951387384604073,0.06842791934620078,0.0,0.07688030747868554,leise+er glänz+end+er
Zukunftszug,2.743175104639719,-0.09225495198344491,0.03790274182358822,0.0779307435333605,0.10302681905278215,0.0,0.04919233890890609,0.07771857545751178,0.029478880941036092,0.0779307435333605,0.09618917451508226,0.06947835540087588,0.0,0.0779307435333605,Zukunftszug
glänz+end+er zukunft+s+zug,2.743175104639719,-0.09225495198344491,0.03790274182358822,0.0779307435333605,0.10302681905278215,0.0,0.04919233890890609,0.07771857545751178,0.029478880941036092,0.0779307435333605,0.09618917451508226,0.06947835540087588,0.0,0.0779307435333605,glänz+end+er zukunft+s+zug
Zuerst,2.739947056231153,-0.09401695430150929,0.039080190980036435,0.07910819268980866,0.10420426820923019,0.0,0.05036978806535405,0.07889602461395995,0.03065633009748417,0.07910819268980866,0.09736662367153036,0.07065580455732395,0.0,0.07910819268980866,Zuerst
jubeln,2.7382833351160913,-0.09492792116856644,0.03968758462629089,0.07971558633606286,0.10481166185548466,0.0,0.05097718171160843,0.07950341826021415,0.03126372374373871,0.07971558633606286,0.09797401731778477,0.07126319820357838,0.0,0.07971558633606286,jubeln
zuerst jubel+n,2.7382833351160913,-0.09492792116856644,0.03968758462629089,0.07971558633606286,0.10481166185548466,0.0,0.05097718171160843,0.07950341826021415,0.03126372374373871,0.07971558633606286,0.09797401731778477,0.07126319820357838,0.0,0.07971558633606286,zuerst jubel+n
jubel+n politik,2.7366684488736674,-0.09581400374867459,0.04027750262117739,0.08030550433094959,0.10540157985037116,0.0,0.05156709970649508,0.08009333625510077,0.03185364173862523,0.08030550433094959,0.09856393531267127,0.07185311619846493,0.0,0.08030550433094959,jubel+n politik
Käufer,2.734007008297587,-0.09727833104490761,0.041250486965389146,0.08127848867516127,0.10637456419458297,0.0,0.05254008405070689,0.08106632059931258,0.03282662608283697,0.08127848867516127,0.09953691965688312,0.07282610054267663,0.0,0.08127848867516127,Käufer
politik käufer,2.734007008297587,-0.09727833104490761,0.041250486965389146,0.08127848867516127,0.10637456419458297,0.0,0.05254008405070689,0.08106632059931258,0.03282662608283697,0.08127848867516127,0.09953691965688312,0.07282610054267663,0.0,0.08127848867516127,politik käufer
Kaufprämien,2.7314714644772056,-0.09867804710200381,0.042178326683325384,0.08220632839309762,0.10730240391251918,0.0,0.05346792376864302,0.08199416031724875,0.033754465800773105,0.08220632839309762,0.1004647593748192,0.07375394026061284,0.0,0.08220632839309762,Kaufprämien
käufer kauf+prämie+n,2.7314714644772056,-0.09867804710200381,0.042178326683325384,0.08220632839309762,0.10730240391251918,0.0,0.05346792376864302,0.08199416031724875,0.033754465800773105,0.08220632839309762,0.1004647593748192,0.07375394026061284,0.0,0.08220632839309762,käufer kauf+prämie+n
kauf+prämie+n sink+end+e,2.7288555443244036,-0.1001269221929614,0.04313648188125271,0.08316448359102474,0.10826055911044653,0.0,0.05442607896657047,0.08295231551517629,0.034712620998700594,0.08316448359102474,0.10142291457274666,0.07471209545854021,0.0,0.08316448359102474,kauf+prämie+n sink+end+e
Emissionen,2.727118664672097,-0.10109162367249153,0.04377317100200259,0.08380117271177503,0.10889724823119643,0.0,0.05506276808732044,0.08358900463592622,0.035349310119450535,0.08380117271177503,0.10205960369349674,0.07534878457929022,0.0,0.08380117271177503,Emissionen
sink+end+e emission+en,2.727118664672097,-0.10109162367249153,0.04377317100200259,0.08380117271177503,0.10889724823119643,0.0,0.05506276808732044,0.08358900463592622,0.035349310119450535,0.08380117271177503,0.10205960369349674,0.07534878457929022,0.0,0.08380117271177503,sink+end+e emission+en
emission+en mehr,2.7243486975309166,-0.10263460331829546,0.04478939918260908,0.08481740089238142,0.10991347641180288,0.0,0.0560789962679269,0.08460523281653252,0.03636553830005695,0.08481740089238142,0.10307583187410302,0.07636501275989667,0.0,0.08481740089238142,emission+en mehr
Mod…,2.72345806878334,-0.1031318921534951,0.0451163670042355,0.08514436871400763,0.11024044423342917,0.0,0.056405964089553125,0.08493220063815896,0.03669250612168317,0.08514436871400763,0.10340279969572938,0.07669198058152296,0.0,0.08514436871400763,Mod…
mehr mod…,2.72345806878334,-0.1031318921534951,0.0451163670042355,0.08514436871400763,0.11024044423342917,0.0,0.056405964089553125,0.08493220063815896,0.03669250612168317,0.08514436871400763,0.10340279969572938,0.07669198058152296,0.0,0.08514436871400763,mehr mod…
+1296,2.722409803056122,-0.10371793291017009,0.04550134356438496,0.08552934527415705,0.11062542079357884,0.0,0.056790940649702665,0.08531717719830842,0.03707748268183287,0.08552934527415705,0.1037877762558789,0.07707695714167258,0.0,0.08552934527415705,+1296
mod… +1296,2.722409803056122,-0.10371793291017009,0.04550134356438496,0.08552934527415705,0.11062542079357884,0.0,0.056790940649702665,0.08531717719830842,0.03707748268183287,0.08552934527415705,0.1037877762558789,0.07707695714167258,0.0,0.08552934527415705,mod… +1296
+1296 char+s,2.7213831619178155,-0.10429265534808231,0.04587852218123645,0.08590652389100871,0.1110025994104302,0.0,0.05716811926655434,0.08569435581516009,0.03745466129868425,0.08590652389100871,0.10416495487273049,0.07745413575852404,0.0,0.08590652389100871,+1296 char+s
rhein+-+niedrigwasser treff+t,3.4887443022046236,0.18487194792331016,-0.2025230840260246,-0.16249508231625254,-0.1373990067968308,0.0,-0.19123348694070696,-0.16270725039210115,-0.21094694490857685,-0.16249508231625254,-0.14423665133453073,-0.17094747044873707,0.0,-0.16249508231625254,rhein+-+niedrigwasser treff+t
Autofahrer,4.245218503068361,0.33216208956319504,-0.3987745028318558,-0.35874650112208367,-0.333650425602662,0.0,-0.3874849057465382,-0.3589586691979324,-0.40719836371440793,-0.35874650112208367,-0.3404880701403618,-0.36719888925456823,0.0,-0.35874650112208367,Autofahrer
treff+t auto+fahrer,3.39648293325709,0.16038397370177765,-0.17572167618377868,-0.1356936744740065,-0.11059759895458485,0.0,-0.16443207909846103,-0.13590584254985527,-0.1841455370663309,-0.1356936744740065,-0.11743524349228482,-0.14414606260649118,0.0,-0.1356936744740065,treff+t auto+fahrer
Tankladung,3.309168939700429,0.1353388900893123,-0.1496782935950479,-0.10965029188527584,-0.08455421636585433,0.0,-0.13838869650973026,-0.10986245996112447,-0.15810215447760026,-0.10965029188527584,-0.09139186090355397,-0.11810268001776053,0.0,-0.10965029188527584,Tankladung
auto+fahrer tank+ladung,3.309168939700429,0.1353388900893123,-0.1496782935950479,-0.10965029188527584,-0.08455421636585433,0.0,-0.13838869650973026,-0.10986245996112447,-0.15810215447760026,-0.10965029188527584,-0.09139186090355397,-0.11810268001776053,0.0,-0.10965029188527584,auto+fahrer tank+ladung
kostet,3.319782196637621,0.13848789256126423,-0.15288038870403747,-0.11285238699426535,-0.08775631147484367,0.0,-0.1415907916187197,-0.11306455507011393,-0.16130424958658976,-0.11285238699426535,-0.09459395601254358,-0.12130477512674999,0.0,-0.11285238699426535,kostet
tank+ladung kost+et,3.319782196637621,0.13848789256126423,-0.15288038870403747,-0.11285238699426535,-0.08775631147484367,0.0,-0.1415907916187197,-0.11306455507011393,-0.16130424958658976,-0.11285238699426535,-0.09459395601254358,-0.12130477512674999,0.0,-0.11285238699426535,tank+ladung kost+et
kost+et region,3.4799019570808865,0.18260653149031678,-0.19998533148693282,-0.15995732977716068,-0.13486125425773915,0.0,-0.1886957344016151,-0.16016949785300938,-0.20840919236948513,-0.15995732977716068,-0.14169889879543898,-0.16840971790964543,0.0,-0.15995732977716068,kost+et region
region deutlich,3.605267672190399,0.21324819033845133,-0.23537722959140003,-0.19534922788162795,-0.17025315236220628,0.0,-0.22408763250608238,-0.19556139595747662,-0.2438010904739524,-0.19534922788162795,-0.17709079689990626,-0.20380161601411256,0.0,-0.19534922788162795,region deutlich
